DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Ukraine,2019,1780.131,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Ukraine,2020,1711.517,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,United Kingdom,2014,76.015,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,United Kingdom,2015,105.940,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,United Kingdom,2016,82.882,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,United Kingdom,2017,79.149,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,United Kingdom,2018,66.332,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,United Kingdom,2019,102.510,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2014,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2015,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2016,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2017,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2018,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2019,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2020,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2021,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Manufactured gases,Thousand tonnes of oil equivalent,Kosovo,2022,0.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2014,560.877,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2015,507.051,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2016,472.829,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2017,512.164,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2018,523.207,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2019,531.636,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2020,543.101,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2021,573.146,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Albania,2022,566.422,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2014,5176.188,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2015,5258.302,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2016,5342.923,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2017,5424.138,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2018,5455.284,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2019,5461.080,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2020,5290.758,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2021,5541.979,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2022,5476.312,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Austria,2023,5318.703,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2014,910.318,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2015,917.885,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2016,953.396,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2017,980.052,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2018,985.039,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2019,945.228,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2020,854.342,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2021,931.212,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bosnia and Herzegovina,2022,912.984,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2014,6920.335,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2015,6969.407,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2016,6999.269,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2017,6994.850,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2018,7035.348,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2019,6943.792,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2020,6716.801,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2021,6868.547,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2022,6552.468,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Belgium,2023,6357.670,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2014,2379.536,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2015,2435.598,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2016,2484.781,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2017,2571.679,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2018,2572.923,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2019,2598.038,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2020,2460.016,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2021,2662.920,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2022,2641.375,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Bulgaria,2023,2608.379,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2014,340.966,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2015,351.800,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2016,378.283,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2017,390.525,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2018,401.088,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2019,406.151,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2020,376.341,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2021,399.790,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2022,417.756,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Cyprus,2023,421.459,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2014,4575.752,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2015,4684.179,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2016,4802.408,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2017,4936.132,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2018,4995.930,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2019,5022.911,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2020,4909.718,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2021,5158.196,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2022,4984.601,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Czechia,2023,4785.505,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2014,44003.181,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2015,44277.558,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2016,44501.634,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2017,44621.926,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2018,43800.000,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2019,42692.605,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2020,41464.058,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2021,42969.690,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2022,41031.814,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Germany,2023,39001.347,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2014,2646.174,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2015,2649.097,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2016,2673.624,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2017,2671.837,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2018,2639.039,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2019,2644.018,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2020,2601.728,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2021,2772.896,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2022,2649.465,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Denmark,2023,2615.023,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2014,593.809,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2015,589.166,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2016,627.601,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2017,621.882,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2018,644.110,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2019,629.144,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2020,617.374,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2021,677.866,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2022,614.081,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Estonia,2023,516.062,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2014,4256.234,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2015,4366.896,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2016,4588.392,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2017,4640.535,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2018,4253.667,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2019,4316.191,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2020,4086.790,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2021,4234.088,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2022,4138.275,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Greece,2023,3939.512,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2014,19509.630,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2015,19951.677,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2016,19992.691,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2017,20558.985,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2018,20504.299,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2019,20165.864,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2020,18886.930,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2021,19594.153,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2022,19292.003,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Spain,2023,19146.428,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2014,6805.761,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2015,6749.527,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2016,6960.705,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2017,6968.100,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2018,7116.853,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2019,6991.402,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2020,6612.038,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2021,7058.813,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2022,6609.372,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Finland,2023,6376.268,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2014,36578.005,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2015,37405.988,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2016,38069.076,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2017,37778.625,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2018,37584.029,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2019,37119.931,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2020,35370.543,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2021,37217.037,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2022,35681.692,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,France,2023,34349.669,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2014,841.445,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2015,851.763,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2016,901.720,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2017,963.758,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2018,1026.423,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2019,1036.913,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2020,987.042,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2021,1127.997,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Georgia,2022,1150.946,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2014,1275.408,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2015,1319.261,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2016,1315.563,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2017,1373.921,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2018,1390.817,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2019,1389.114,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2020,1308.289,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2021,1418.349,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2022,1396.793,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Croatia,2023,1402.752,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Hungary,2014,2986.844,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Hungary,2015,3120.464,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Hungary,2016,3194.497,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Hungary,2017,3309.802,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Hungary,2018,3389.338,
ESTAT:TEN00123(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Electricity,Thousand tonnes of oil equivalent,Hungary,2019,3458.469,
